,0
Area_sqft,0.5891197729562654
City_enc,0.35548854238060557
Locality_enc,0.050230353587104544
Dist_to_Metro_km,0.0008532637547766338
Dist_to_Hospital_km,0.0007928254716176656
Age_years,0.0007323435781613936
Dist_to_School_km,0.0006947231477093391
Accessibility_Score,0.0005959252346086732
Num_Amenities,0.0005355316403582198
BHK,0.0004623344590678619
Parking,0.00019614151890970664
Age_Category_enc,0.0001828825647563459
Furnishing_enc,0.00011535970605854535
